40;23;4;4
119;39;5;6
140;5;8;11
431;59;49;26
179;39;14;13
263;84;19;14
339;76;32;16
523;92;61;30
5;1;0;0
10;5;1;0
4;3;0;0
1;1;0;0
17;7;2;2
58;18;4;5
80;22;4;5
135;16;8;8
372;33;39;20
550;27;71;37
555;5;87;44
