208;21;21;12
336;34;29;18
719;46;137;49
749;30;176;61
790;41;215;69
119;8;0;4
90;29;0;1
187;22;14;8
269;61;27;14
302;33;28;16
392;56;41;24
121;2;0;4
113;23;0;2
126;5;9;5
165;39;11;5
485;93;55;28
530;45;67;32
604;74;95;39
673;69;117;42
