27;5;0;1
121;45;3;7
194;37;14;20
223;29;24;23
300;39;47;34
361;61;62;37
33;6;0;3
76;43;3;6
157;1;9;13
424;63;92;44
503;79;111;51
567;64;131;58
22;7;0;1
15;6;0;1
33;0;0;5
156;35;6;10
261;38;32;27
629;62;156;69
720;91;189;77
