8;3;0;0
12;4;0;0
5;0;0;0
16;4;0;0
31;5;1;1
124;18;27;12
192;24;30;18
209;17;36;20
5;3;0;0
70;11;4;3
90;20;5;4
100;10;11;7
103;3;16;8
106;3;24;9
168;44;27;16
26;10;0;1
46;15;2;1
59;13;3;2
217;8;43;23
