12;1;1;2
265;62;13;15
882;106;131;84
11;5;1;1
65;33;4;6
203;54;10;13
315;50;20;21
1185;107;209;123
31;19;1;3
32;1;3;4
125;60;4;8
149;24;8;12
404;89;22;24
483;79;42;38
533;50;57;46
629;96;73;54
776;147;97;70
1030;148;157;99
1078;48;181;110
