5;2;0;0
1;1;0;0
7;1;1;0
26;12;1;0
41;15;2;0
50;9;2;0
91;19;11;3
170;31;20;9
6;-1;1;0
64;14;2;0
72;8;13;1
262;42;28;13
325;32;42;18
6;1;0;0
3;2;0;0
14;8;1;0
139;48;14;5
220;50;26;11
293;31;33;18
