47;14;1;1
33;1;1;0
32;22;0;0
134;28;3;5
164;30;3;5
201;37;3;7
516;78;48;46
821;95;118;77
75;28;2;3
106;31;3;4
233;32;10;14
726;98;99;67
918;97;139;89
47;0;1;1
290;57;16;20
362;72;21;24
438;76;31;31
628;112;69;55
964;46;176;100
