21;10;0;0
11;7;0;0
74;18;0;0
82;8;0;0
349;47;17;14
410;61;24;17
598;97;50;27
886;79;127;57
988;59;187;77
56;16;0;0
115;33;1;3
501;91;36;21
929;43;145;66
40;19;0;0
201;86;3;5
241;40;13;10
302;61;15;11
692;94;83;39
807;115;114;45
